# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Nov 22 06:52:23 2019
#
# User preference: *
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
#
loc_rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,st_mass,st_masserr1,st_masserr2,st_masslim
2294,Kepler-186,c,5,7.26730200,0.00001200,-0.00001100,0,0.045100,0.007000,-0.007000,0,,,,,,,,,,,,,,0.54,0.02,-0.02,0
2295,Kepler-186,d,5,13.34299600,0.00002500,-0.00002400,0,0.078100,0.010000,-0.010000,0,,,,,,,,,,,,,,0.54,0.02,-0.02,0
2296,Kepler-186,e,5,22.40770400,0.00007400,-0.00007200,0,0.110000,0.015000,-0.015000,0,,,,,,,,,,,,,,0.54,0.02,-0.02,0
2297,Kepler-186,f,5,129.94410000,0.00130000,-0.00120000,0,0.432000,0.171000,-0.053000,0,0.040000,0.070000,-0.040000,-1,89.960,0.040,-0.100,0,,,,,,0.54,0.02,-0.02,0
2298,Kepler-187,b,2,4.93886400,0.00005800,-0.00005800,0,0.059000,,,0,,,,,,,,,,,,,,,,,
2299,Kepler-187,c,2,10.64026300,0.00004800,-0.00004800,0,0.099000,,,0,,,,,,,,,,,,,,,,,
2300,Kepler-188,b,2,2.06189700,0.00001000,-0.00001000,0,0.032000,,,0,,,,,,,,,,,,,,,,,
2301,Kepler-188,c,2,5.99655300,0.00001500,-0.00001500,0,0.066000,,,0,,,,,,,,,,,,,,,,,
2302,Kepler-189,b,2,10.39993100,0.00008500,-0.00008500,0,0.088000,,,0,,,,,,,,,,,,,,,,,
2303,Kepler-189,c,2,20.13486600,0.00005700,-0.00005700,0,0.137000,,,0,,,,,,,,,,,,,,,,,
2304,Kepler-19,b,3,9.28716000,0.00004000,-0.00006000,0,,,,,0.120000,0.020000,-0.020000,0,,,,,0.02643,0.00503,-0.00472,0,Mass,0.94,0.04,-0.04,0
2305,Kepler-19,c,3,28.73100000,0.01200000,-0.00500000,0,,,,,0.210000,0.050000,-0.070000,0,,,,,0.04122,0.00850,-0.00850,0,Mass,0.94,0.04,-0.04,0
2306,Kepler-19,d,3,62.95000000,0.04000000,-0.30000000,0,,,,,0.050000,0.160000,-0.010000,0,,,,,0.07079,0.00378,-0.01762,0,Mass,0.94,0.04,-0.04,0
2307,Kepler-190,b,2,2.01999900,0.00000300,-0.00000300,0,0.030000,,,0,,,,,,,,,,,,,,,,,
2308,Kepler-190,c,2,3.76302400,0.00000900,-0.00000900,0,0.045000,,,0,,,,,,,,,,,,,,,,,
2309,Kepler-191,b,3,9.93963200,0.00006600,-0.00006600,0,0.087000,,,0,,,,,,,,,,,,,,,,,
2310,Kepler-191,c,3,17.73850600,0.00008200,-0.00008200,0,0.128000,,,0,,,,,,,,,,,,,,,,,
2311,Kepler-191,d,3,5.94504102,0.00000763,-0.00000763,0,,,,,,,,,,,,,,,,,,,,,
2312,Kepler-192,b,3,9.92674600,0.00001800,-0.00001800,0,0.090000,,,0,,,,,,,,,,,,,,,,,
2313,Kepler-192,c,3,21.22340000,0.00007600,-0.00007600,0,0.150000,,,0,,,,,,,,,,,,,,,,,
2314,Kepler-192,d,3,6.47027579,0.00004320,-0.00004320,0,,,,,,,,,,,,,,,,,,,,,
2315,Kepler-193,b,2,11.38848000,0.00005400,-0.00005400,0,0.106000,,,0,,,,,,,,,,,,,,,,,
2316,Kepler-193,c,2,50.69749400,0.00044600,-0.00044600,0,0.286000,,,0,,,,,,,,,,,,,,,,,
2317,Kepler-194,b,3,2.09228100,0.00000800,-0.00000800,0,0.032000,,,0,,,,,,,,,,,,,,,,,
2318,Kepler-194,c,3,17.30803200,0.00007900,-0.00007900,0,0.131000,,,0,,,,,,,,,,,,,,,,,
2319,Kepler-194,d,3,52.81497300,0.00048100,-0.00048100,0,0.275000,,,0,,,,,,,,,,,,,,,,,
2320,Kepler-195,b,2,8.30787200,0.00002000,-0.00002000,0,0.077000,,,0,,,,,,,,,,,,,,,,,
2321,Kepler-195,c,2,34.09686300,0.00037100,-0.00037100,0,0.197000,,,0,,,,,,,,,,,,,,,,,
2322,Kepler-196,b,2,20.73988600,0.00006600,-0.00006600,0,0.138000,,,0,,,,,,,,,,,,,,,,,
2323,Kepler-196,c,2,47.42773700,0.00022300,-0.00022300,0,0.240000,,,0,,,,,,,,,,,,,,,,,
2324,Kepler-197,b,4,5.59930800,0.00002300,-0.00002300,0,0.060000,,,0,,,,,,,,,,,,,,,,,
2325,Kepler-197,c,4,10.34969500,0.00004500,-0.00004500,0,0.090000,,,0,,,,,,,,,,,,,,,,,
2326,Kepler-197,d,4,15.67756300,0.00009600,-0.00009600,0,0.119000,,,0,,,,,,,,,,,,,,,,,
2327,Kepler-197,e,4,25.20971500,0.00038700,-0.00038700,0,0.164000,,,0,,,,,,,,,,,,,,,,,
2328,Kepler-198,b,3,17.79003700,0.00003500,-0.00003500,0,0.131000,,,0,,,,,,,,,,,,,,,,,
2329,Kepler-198,c,3,49.56741600,0.00022000,-0.00022000,0,0.259000,,,0,,,,,,,,,,,,,,,,,
2330,Kepler-198,d,3,1.31184443,0.00000133,-0.00000133,0,,,,,,,,,,,,,,,,,,,,,
2331,Kepler-199,b,2,23.63760400,0.00005000,-0.00005000,0,0.158000,,,0,,,,,,,,,,,,,,,,,
2332,Kepler-199,c,2,67.09340800,0.00019000,-0.00019000,0,0.316000,,,0,,,,,,,,,,,,,,,,,
2333,Kepler-20,b,6,3.69611525,0.00000115,-0.00000087,0,0.046300,0.000900,-0.001500,0,0.030000,0.090000,-0.030000,0,87.355,0.215,-1.594,0,0.03052,0.00444,-0.00453,0,Mass,0.95,0.05,-0.05,0
2334,Kepler-20,c,6,10.85409089,0.00000303,-0.00000260,0,0.094900,0.002700,-0.002300,0,0.160000,0.010000,-0.090000,0,89.815,0.036,-0.632,0,0.04012,0.00683,-0.00705,0,Mass,0.95,0.05,-0.05,0
2335,Kepler-20,d,6,77.61130017,0.00012305,-0.00011588,0,0.350600,0.008100,-0.010100,0,,,,,89.708,0.165,-0.053,0,0.03168,0.01249,-0.01164,0,Mass,0.95,0.05,-0.05,0
2336,Kepler-20,e,6,6.09852281,0.00000608,-0.00001351,0,0.063900,0.001900,-0.001400,0,,,,,87.632,1.085,-0.128,0,,,,,,0.95,0.05,-0.05,0
2337,Kepler-20,f,6,19.57758478,0.00009037,-0.00012256,0,0.139600,0.003600,-0.003500,0,,,,,88.788,0.426,-0.072,0,,,,,,0.95,0.05,-0.05,0
2338,Kepler-20,g,6,34.94000000,0.03800000,-0.03500000,0,0.205500,0.002200,-0.002100,0,0.150000,0.010000,-0.100000,0,,,,,0.06280,0.00969,-0.01136,0,Msini,0.95,0.05,-0.05,0
2339,Kepler-200,b,2,8.59480500,0.00003600,-0.00003600,0,0.080000,,,0,,,,,,,,,,,,,,,,,
2340,Kepler-200,c,2,10.22215700,0.00005300,-0.00005300,0,0.090000,,,0,,,,,,,,,,,,,,,,,
2341,Kepler-201,b,2,25.67208300,0.00007500,-0.00007500,0,0.175000,,,0,,,,,,,,,,,,,,,,,
2342,Kepler-201,c,2,151.88405800,0.00201400,-0.00201400,0,0.573000,,,0,,,,,,,,,,,,,,,,,
2343,Kepler-202,b,2,4.06942700,0.00000700,-0.00000700,0,0.045000,,,0,,,,,,,,,,,,,,,,,
2344,Kepler-202,c,2,16.28249300,0.00003800,-0.00003800,0,0.113000,,,0,,,,,,,,,,,,,,,,,
2345,Kepler-203,b,3,3.16269700,0.00000400,-0.00000400,0,0.043000,,,0,,,,,,,,,,,,,,,,,
2346,Kepler-203,c,3,5.37064700,0.00000800,-0.00000800,0,0.061000,,,0,,,,,,,,,,,,,,,,,
2347,Kepler-203,d,3,11.32972000,0.00008000,-0.00008000,0,0.100000,,,0,,,,,,,,,,,,,,,,,
2348,Kepler-204,b,2,14.40097400,0.00005600,-0.00005600,0,0.117000,,,0,,,,,,,,,,,,,,,,,
2349,Kepler-204,c,2,25.66059300,0.00028800,-0.00028800,0,0.173000,,,0,,,,,,,,,,,,,,,,,
2350,Kepler-205,b,2,2.75564000,0.00000200,-0.00000200,0,0.032000,,,0,,,,,,,,,,,,,,,,,
2351,Kepler-205,c,2,20.30654600,0.00003800,-0.00003800,0,0.122000,,,0,,,,,,,,,,,,,,,,,
2352,Kepler-206,b,3,7.78198700,0.00005800,-0.00005800,0,0.078000,,,0,,,,,,,,,,,,,,,,,
2353,Kepler-206,c,3,13.13747100,0.00006500,-0.00006500,0,0.111000,,,0,,,,,,,,,,,,,,,,,
2354,Kepler-206,d,3,23.44281000,0.00045300,-0.00045300,0,0.163000,,,0,,,,,,,,,,,,,,,,,
2355,Kepler-207,b,3,1.61186500,0.00000600,-0.00000600,0,0.029000,,,0,,,,,,,,,,,,,,,,,
2356,Kepler-207,c,3,3.07157100,0.00001600,-0.00001600,0,0.044000,,,0,,,,,,,,,,,,,,,,,
2357,Kepler-207,d,3,5.86807500,0.00000900,-0.00000900,0,0.068000,,,0,,,,,,,,,,,,,,,,,
2358,Kepler-208,b,4,4.22864000,0.00001800,-0.00001800,0,0.054000,,,0,,,,,,,,,,,,,,,,,
2359,Kepler-208,c,4,7.46662300,0.00006700,-0.00006700,0,0.079000,,,0,,,,,,,,,,,,,,,,,
2360,Kepler-208,d,4,11.13178600,0.00013100,-0.00013100,0,0.103000,,,0,,,,,,,,,,,,,,,,,
2361,Kepler-208,e,4,16.25945800,0.00017600,-0.00017600,0,0.132000,,,0,,,,,,,,,,,,,,,,,
2362,Kepler-209,b,2,16.08784500,0.00004100,-0.00004100,0,0.122000,,,0,,,,,,,,,,,,,,,,,
2363,Kepler-209,c,2,41.74988200,0.00010600,-0.00010600,0,0.231000,,,0,,,,,,,,,,,,,,,,,
2364,Kepler-21,b,1,2.78578000,0.00003000,-0.00003000,0,0.042717,0.000000,0.000000,0,0.020000,0.100000,-0.100000,0,83.200,0.280,-0.260,0,0.01598,0.00541,-0.00541,0,Mass,1.41,0.02,-0.03,0
2365,Kepler-210,b,2,2.45323400,0.00000100,-0.00000100,0,0.032000,,,0,,,,,,,,,,,,,,,,,
2366,Kepler-210,c,2,7.97251300,0.00000300,-0.00000300,0,0.070000,,,0,,,,,,,,,,,,,,,,,
2367,Kepler-211,b,2,4.13857500,0.00001000,-0.00001000,0,0.048000,,,0,,,,,,,,,,,,,,,,,
2368,Kepler-211,c,2,6.04045000,0.00001600,-0.00001600,0,0.062000,,,0,,,,,,,,,,,,,,,,,
2369,Kepler-212,b,2,16.25758200,0.00037800,-0.00037800,0,0.133000,,,0,,,,,,,,,,,,,,,,,
2370,Kepler-212,c,2,31.80517400,0.00014200,-0.00014200,0,0.207000,,,0,,,,,,,,,,,,,,,,,
2371,Kepler-213,b,2,2.46236000,0.00000600,-0.00000600,0,0.036000,,,0,,,,,,,,,,,,,,,,,
2372,Kepler-213,c,2,4.82296200,0.00000800,-0.00000800,0,0.057000,,,0,,,,,,,,,,,,,,,,,
2373,Kepler-214,b,2,15.66054400,0.00008000,-0.00008000,0,0.130000,,,0,,,,,,,,,,,,,,,,,
2374,Kepler-214,c,2,28.77980000,0.00039700,-0.00039700,0,0.194000,,,0,,,,,,,,,,,,,,,,,
2375,Kepler-215,b,4,9.36067200,0.00004000,-0.00004000,0,0.084000,,,0,,,,,,,,,,,,,,,,,
2376,Kepler-215,c,4,14.66710800,0.00008900,-0.00008900,0,0.113000,,,0,,,,,,,,,,,,,,,,,
2377,Kepler-215,d,4,30.86442300,0.00009200,-0.00009200,0,0.185000,,,0,,,,,,,,,,,,,,,,,
2378,Kepler-215,e,4,68.16101000,0.00063000,-0.00063000,0,0.314000,,,0,,,,,,,,,,,,,,,,,
2379,Kepler-216,b,2,7.69364100,0.00003100,-0.00003100,0,0.079000,,,0,,,,,,,,,,,,,,,,,
2380,Kepler-216,c,2,17.40666900,0.00005700,-0.00005700,0,0.136000,,,0,,,,,,,,,,,,,,,,,
2381,Kepler-217,b,3,5.37494300,0.00001900,-0.00001900,0,0.065000,,,0,,,,,,,,,,,,,,,,,
2382,Kepler-217,c,3,8.58600400,0.00005300,-0.00005300,0,0.089000,,,0,,,,,,,,,,,,,,,,,
2383,Kepler-217,d,3,3.88689525,0.00002241,-0.00002241,0,,,,,,,,,,,,,,,,,,,,,
2384,Kepler-218,b,3,3.61933700,0.00001100,-0.00001100,0,0.046000,,,0,,,,,,,,,,,,,,,,,
2385,Kepler-218,c,3,44.69957600,0.00016700,-0.00016700,0,0.248000,,,0,,,,,,,,,,,,,,,,,
2386,Kepler-218,d,3,124.52446470,0.00058220,-0.00058220,0,,,,,,,,,,,,,,,,,,,,,
2387,Kepler-219,b,3,4.58551200,0.00000800,-0.00000800,0,0.057000,,,0,,,,,,,,,,,,,,,,,
2388,Kepler-219,c,3,22.71461300,0.00007500,-0.00007500,0,0.165000,,,0,,,,,,,,,,,,,,,,,
2389,Kepler-219,d,3,47.90364500,0.00030700,-0.00030700,0,0.272000,,,0,,,,,,,,,,,,,,,,,
2390,Kepler-22,b,1,289.86230000,0.00160000,-0.00200000,0,0.849000,0.018000,-0.017000,0,0.000000,,,0,89.764,0.025,-0.042,0,0.11300,,,1,Mass,0.97,0.06,-0.06,0
2391,Kepler-220,b,4,4.15980700,0.00001000,-0.00001000,0,0.046000,,,0,,,,,,,,,,,,,,,,,
2392,Kepler-220,c,4,9.03419900,0.00000900,-0.00000900,0,0.076000,,,0,,,,,,,,,,,,,,,,,
2393,Kepler-220,d,4,28.12239700,0.00016200,-0.00016200,0,0.163000,,,0,,,,,,,,,,,,,,,,,
2394,Kepler-220,e,4,45.90273300,0.00019200,-0.00019200,0,0.226000,,,0,,,,,,,,,,,,,,,,,
2395,Kepler-221,b,4,2.79590600,0.00000400,-0.00000400,0,0.037000,,,0,,,,,,,,,,,,,,,,,
2396,Kepler-221,c,4,5.69058600,0.00000400,-0.00000400,0,0.059000,,,0,,,,,,,,,,,,,,,,,
2397,Kepler-221,d,4,10.04156000,0.00001100,-0.00001100,0,0.087000,,,0,,,,,,,,,,,,,,,,,
2398,Kepler-221,e,4,18.36991700,0.00002900,-0.00002900,0,0.130000,,,0,,,,,,,,,,,,,,,,,
2399,Kepler-222,b,3,3.93698100,0.00000500,-0.00000500,0,0.048000,,,0,,,,,,,,,,,,,,,,,
2400,Kepler-222,c,3,10.08881000,0.00001100,-0.00001100,0,0.091000,,,0,,,,,,,,,,,,,,,,,
2401,Kepler-222,d,3,28.08191200,0.00006900,-0.00006900,0,0.180000,,,0,,,,,,,,,,,,,,,,,
2402,Kepler-223,b,4,7.38449000,0.00022000,-0.00022000,0,,,,,0.078000,0.015000,-0.017000,0,90.000,,-1.800,0,0.02328,0.00409,-0.00346,0,Mass,1.12,0.09,-0.07,0
2403,Kepler-223,c,4,9.84564000,0.00052000,-0.00051000,0,,,,,0.150000,0.019000,-0.051000,0,90.000,,-1.300,0,0.01605,0.00535,-0.00346,0,Mass,1.12,0.09,-0.07,0
2404,Kepler-223,d,4,14.78869000,0.00030000,-0.00027000,0,,,,,0.037000,0.018000,-0.017000,0,87.940,0.320,-0.260,0,0.02517,0.00472,-0.00409,0,Mass,1.12,0.09,-0.07,0
2405,Kepler-223,e,4,19.72567000,0.00055000,-0.00054000,0,,,,,0.051000,0.019000,-0.019000,0,88.000,0.270,-0.210,0,0.01510,0.00440,-0.00378,0,Mass,1.12,0.09,-0.07,0
2406,Kepler-224,b,4,3.13292400,0.00001400,-0.00001400,0,0.038000,,,0,,,,,,,,,,,,,,,,,
2407,Kepler-224,c,4,5.92500300,0.00001000,-0.00001000,0,0.058000,,,0,,,,,,,,,,,,,,,,,
2408,Kepler-224,d,4,11.34939300,0.00003400,-0.00003400,0,0.089000,,,0,,,,,,,,,,,,,,,,,
2409,Kepler-224,e,4,18.64357700,0.00008700,-0.00008700,0,0.124000,,,0,,,,,,,,,,,,,,,,,
2410,Kepler-225,b,2,6.73897500,0.00004100,-0.00004100,0,0.056000,,,0,,,,,,,,,,,,,,,,,
2411,Kepler-225,c,2,18.79423400,0.00007600,-0.00007600,0,0.111000,,,0,,,,,,,,,,,,,,,,,
2412,Kepler-226,b,3,3.94099700,0.00002000,-0.00002000,0,0.047000,,,0,,,,,,,,,,,,,,,,,
2413,Kepler-226,c,3,5.34955500,0.00001400,-0.00001400,0,0.058000,,,0,,,,,,,,,,,,,,,,,
2414,Kepler-226,d,3,8.10904400,0.00009400,-0.00009400,0,0.076000,,,0,,,,,,,,,,,,,,,,,
2415,Kepler-227,b,2,9.48801500,0.00003900,-0.00003900,0,0.090000,,,0,,,,,,,,,,,,,,,,,
2416,Kepler-227,c,2,54.41869400,0.00046000,-0.00046000,0,0.290000,,,0,,,,,,,,,,,,,,,,,
2417,Kepler-228,b,3,2.56654600,0.00002600,-0.00002600,0,0.038000,,,0,,,,,,,,,,,,,,,,,
2418,Kepler-228,c,3,4.13444400,0.00001800,-0.00001800,0,0.052000,,,0,,,,,,,,,,,,,,,,,
2419,Kepler-228,d,3,11.09428600,0.00003600,-0.00003600,0,0.101000,,,0,,,,,,,,,,,,,,,,,
2420,Kepler-229,b,3,6.25297200,0.00002100,-0.00002100,0,0.062000,,,0,,,,,,,,,,,,,,,,,
2421,Kepler-229,c,3,16.06863800,0.00001900,-0.00001900,0,0.117000,,,0,,,,,,,,,,,,,,,,,
2422,Kepler-229,d,3,41.19491200,0.00024800,-0.00024800,0,0.220000,,,0,,,,,,,,,,,,,,,,,
2423,Kepler-23,b,3,7.10730000,,,0,0.075000,,,0,,,,,,,,,0.80000,,,1,Mass,,,,
2424,Kepler-23,c,3,10.74210000,,,0,0.099000,,,0,,,,,,,,,2.70000,,,1,Mass,,,,
2425,Kepler-23,d,3,15.27429900,0.00010400,-0.00010400,0,0.124000,,,0,,,,,,,,,,,,,,,,,
2426,Kepler-230,b,2,32.62555500,0.00012600,-0.00012600,0,0.191000,,,0,,,,,,,,,,,,,,,,,
2427,Kepler-230,c,2,91.77324200,0.00161800,-0.00161800,0,0.380000,,,0,,,,,,,,,,,,,,,,,
2428,Kepler-231,b,2,10.06527500,0.00002700,-0.00002700,0,0.074000,,,0,,,,,,,,,,,,,,,,,
2429,Kepler-231,c,2,19.27156600,0.00009900,-0.00009900,0,0.114000,,,0,,,,,,,,,,,,,,,,,
2430,Kepler-232,b,2,4.43122200,0.00001100,-0.00001100,0,0.054000,,,0,,,,,,,,,,,,,,,,,
2431,Kepler-232,c,2,11.37934900,0.00004400,-0.00004400,0,0.101000,,,0,,,,,,,,,,,,,,,,,
2432,Kepler-233,b,2,8.47238200,0.00002600,-0.00002600,0,0.077000,,,0,,,,,,,,,,,,,,,,,
2433,Kepler-233,c,2,60.41895500,0.00063000,-0.00063000,0,0.287000,,,0,,,,,,,,,,,,,,,,,
2434,Kepler-234,b,2,2.71150600,0.00000600,-0.00000600,0,0.040000,,,0,,,,,,,,,,,,,,,,,
2435,Kepler-234,c,2,7.21205000,0.00002200,-0.00002200,0,0.077000,,,0,,,,,,,,,,,,,,,,,
2436,Kepler-235,b,4,3.34022200,0.00000500,-0.00000500,0,0.037000,,,0,,,,,,,,,,,,,,,,,
2437,Kepler-235,c,4,7.82490400,0.00005500,-0.00005500,0,0.065000,,,0,,,,,,,,,,,,,,,,,
2438,Kepler-235,d,4,20.06054800,0.00009900,-0.00009900,0,0.122000,,,0,,,,,,,,,,,,,,,,,
2439,Kepler-235,e,4,46.18366900,0.00042500,-0.00042500,0,0.213000,,,0,,,,,,,,,,,,,,,,,
2440,Kepler-236,b,2,8.29561100,0.00003200,-0.00003200,0,0.065000,,,0,,,,,,,,,,,,,,,,,
2441,Kepler-236,c,2,23.96812700,0.00017400,-0.00017400,0,0.132000,,,0,,,,,,,,,,,,,,,,,
2442,Kepler-237,b,2,4.71510600,0.00003000,-0.00003000,0,0.050000,,,0,,,,,,,,,,,,,,,,,
2443,Kepler-237,c,2,8.10363600,0.00003200,-0.00003200,0,0.071000,,,0,,,,,,,,,,,,,,,,,
2444,Kepler-238,b,5,2.09087600,0.00002000,-0.00002000,0,0.034000,,,0,,,,,,,,,,,,,,,,,
2445,Kepler-238,c,5,6.15555700,0.00005000,-0.00005000,0,0.069000,,,0,,,,,,,,,,,,,,,,,
2446,Kepler-238,d,5,13.23354900,0.00008100,-0.00008100,0,0.115000,,,0,,,,,,,,,,,,,,,,,
2447,Kepler-238,e,5,23.65400000,,,0,,,,,,,,,,,,,0.53400,0.22600,-0.21700,0,Mass,,,,
2448,Kepler-238,f,5,50.44700000,,,0,,,,,,,,,,,,,0.04200,0.00900,-0.00800,0,Mass,,,,
2449,Kepler-239,b,2,11.76305100,0.00003400,-0.00003400,0,0.095000,,,0,,,,,,,,,,,,,,,,,
2450,Kepler-239,c,2,56.22809800,0.00058000,-0.00058000,0,0.268000,,,0,,,,,,,,,,,,,,,,,
2451,Kepler-24,b,4,8.14530000,,,0,0.080000,,,0,,,,,,,,,1.60000,,,1,Mass,,,,
2452,Kepler-24,c,4,12.33350000,,,0,0.106000,,,0,,,,,,,,,1.60000,,,1,Mass,,,,
2453,Kepler-24,d,4,4.24438400,0.00005300,-0.00005300,0,0.051000,,,0,,,,,,,,,,,,,,,,,
2454,Kepler-24,e,4,18.99835500,0.00015700,-0.00015700,0,0.138000,,,0,,,,,,,,,,,,,,,,,
2455,Kepler-240,b,2,4.14449500,0.00002600,-0.00002600,0,0.048000,,,0,,,,,,,,,,,,,,,,,
2456,Kepler-240,c,2,7.95352800,0.00002500,-0.00002500,0,0.074000,,,0,,,,,,,,,,,,,,,,,
2457,Kepler-241,b,2,12.71809200,0.00003500,-0.00003500,0,0.094000,,,0,,,,,,,,,,,,,,,,,
2458,Kepler-241,c,2,36.06597800,0.00013300,-0.00013300,0,0.189000,,,0,,,,,,,,,,,,,,,,,
2459,Kepler-242,b,2,8.20395000,0.00002000,-0.00002000,0,0.075000,,,0,,,,,,,,,,,,,,,,,
2460,Kepler-242,c,2,14.49648100,0.00008300,-0.00008300,0,0.109000,,,0,,,,,,,,,,,,,,,,,
2461,Kepler-243,b,2,5.71544200,0.00001100,-0.00001100,0,0.062000,,,0,,,,,,,,,,,,,,,,,
2462,Kepler-243,c,2,20.02621800,0.00016300,-0.00016300,0,0.142000,,,0,,,,,,,,,,,,,,,,,
2463,Kepler-244,b,3,4.31179200,0.00000800,-0.00000800,0,0.050000,,,0,,,,,,,,,,,,,,,,,
2464,Kepler-244,c,3,9.76729200,0.00004600,-0.00004600,0,0.087000,,,0,,,,,,,,,,,,,,,,,
2465,Kepler-244,d,3,20.05040100,0.00013000,-0.00013000,0,0.140000,,,0,,,,,,,,,,,,,,,,,
2466,Kepler-245,b,4,7.49019000,0.00001900,-0.00001900,0,0.071000,,,0,,,,,,,,,,,,,,,,,
2467,Kepler-245,c,4,17.46081200,0.00007600,-0.00007600,0,0.124000,,,0,,,,,,,,,,,,,,,,,
2468,Kepler-245,d,4,36.27710800,0.00017300,-0.00017300,0,0.202000,,,0,,,,,,,,,,,,,,,,,
2469,Kepler-245,e,4,3.21982106,0.00000474,-0.00000474,0,,,,,,,,,,,,,,,,,,,,,
2470,Kepler-246,b,2,4.60182000,0.00000800,-0.00000800,0,0.052000,,,0,,,,,,,,,,,,,,,,,
2471,Kepler-246,c,2,11.18716100,0.00007500,-0.00007500,0,0.095000,,,0,,,,,,,,,,,,,,,,,
2472,Kepler-247,b,3,3.33616000,0.00000700,-0.00000700,0,0.042000,,,0,,,,,,,,,,,,,,,,,
2473,Kepler-247,c,3,9.43945200,0.00000700,-0.00000700,0,0.084000,,,0,,,,,,,,,,,,,,,,,
2474,Kepler-247,d,3,20.47791200,0.00002600,-0.00002600,0,0.140000,,,0,,,,,,,,,,,,,,,,,
2475,Kepler-248,b,2,6.30820500,0.00001000,-0.00001000,0,0.066000,,,0,,,,,,,,,,,,,,,,,
2476,Kepler-248,c,2,16.23949400,0.00002400,-0.00002400,0,0.123000,,,0,,,,,,,,,,,,,,,,,
2477,Kepler-249,b,3,3.30653900,0.00001000,-0.00001000,0,0.035000,,,0,,,,,,,,,,,,,,,,,
2478,Kepler-249,c,3,7.11370200,0.00001800,-0.00001800,0,0.058000,,,0,,,,,,,,,,,,,,,,,
2479,Kepler-249,d,3,15.36845900,0.00007000,-0.00007000,0,0.097000,,,0,,,,,,,,,,,,,,,,,
2480,Kepler-25,b,3,6.23829700,0.00001700,-0.00001700,0,,,,0,0.002900,0.002300,-0.001700,0,92.827,0.084,-0.083,0,0.02750,0.00790,-0.00730,0,Mass,1.19,0.06,-0.06,0
2481,Kepler-25,c,3,12.72070000,0.00011000,-0.00010000,0,,,,0,0.006100,0.004900,-0.004100,0,92.764,0.042,-0.039,0,0.04790,0.00410,-0.00510,0,Mass,1.19,0.06,-0.06,0
2482,Kepler-25,d,3,122.40000000,0.80000000,-0.71000000,0,,,,0,0.130000,0.130000,-0.090000,0,,,,0,0.22600,0.03100,-0.03100,0,Mass,1.19,0.06,-0.06,0
2483,Kepler-250,b,3,4.14814100,0.00004600,-0.00004600,0,0.048000,,,0,,,,,,,,,,,,,,,,,
2484,Kepler-250,c,3,7.15680400,0.00002200,-0.00002200,0,0.069000,,,0,,,,,,,,,,,,,,,,,
2485,Kepler-250,d,3,17.64831200,0.00008100,-0.00008100,0,0.127000,,,0,,,,,,,,,,,,,,,,,
2486,Kepler-251,b,4,4.79093600,0.00003700,-0.00003700,0,0.053000,,,0,,,,,,,,,,,,,,,,,
2487,Kepler-251,c,4,16.51404300,0.00005400,-0.00005400,0,0.122000,,,0,,,,,,,,,,,,,,,,,
