# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,
# Fri Apr  6 10:16:57 2018,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
# CONSTRAINT:  where (pl_pnum >= 2,,,,,,,,,,,,,,,,
# CONSTRAINT:  ),,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
# COLUMN pl_hostname:    Host Name,,,,,,,,,,,,,,,,
# COLUMN pl_letter:      Planet Letter,,,,,,,,,,,,,,,,
# COLUMN pl_pnum:        Number of Planets in System,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days],,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days],,,,,,,,,,,,,,,,
# COLUMN pl_orbperlim:   Orbital Period Limit Flag,,,,,,,,,,,,,,,,
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass],,,,,,,,,,,,,,,,
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass],,,,,,,,,,,,,,,,
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass],,,,,,,,,,,,,,,,
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag,,,,,,,,,,,,,,,,
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass],,,,,,,,,,,,,,,,
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass],,,,,,,,,,,,,,,,
# COLUMN st_masslim:     Stellar Mass Limit Flag,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
loc_rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,st_mass,st_masserr1,st_masserr2,st_masslim
3444,OGLE-2012-BLG-0026L,c,2,,,,,0.86,0.06,-0.06,0,Mass,1.06,0.05,-0.05,0
3477,PSR B1257+12,b,3,25.262,0.003,-0.003,0,0.00006,0.00001,-0.00001,0,Mass,,,,
3478,PSR B1257+12,c,3,66.5419,0.0001,-0.0001,0,0.01353,0.00063,-0.00063,0,Mass,,,,
3479,PSR B1257+12,d,3,98.2114,0.0002,-0.0002,0,0.01227,0.00063,-0.00063,0,Mass,,,,
3484,Pr0211,b,2,2.1461,0.00003,-0.00003,0,1.88,0.03,-0.03,0,Msini,0.94,0.01,-0.01,0
3485,Pr0211,c,2,4850,4560,-1750,0,7.79,0.33,-0.33,0,Msini,0.94,0.01,-0.01,0
3502,TRAPPIST-1,b,7,1.51087081,0.0000006,-0.0000006,0,0.00267,0.00227,-0.00227,0,Mass,0.08,0.01,-0.01,0
3503,TRAPPIST-1,c,7,2.4218233,0.0000017,-0.0000017,0,0.00434,0.00192,-0.00192,0,Mass,0.08,0.01,-0.01,0
3504,TRAPPIST-1,d,7,4.04961,0.000063,-0.000063,0,0.00129,0.00085,-0.00085,0,Mass,0.08,0.01,-0.01,0
3505,TRAPPIST-1,e,7,6.099615,0.000011,-0.000011,0,0.00195,0.00182,-0.00182,0,Mass,0.08,0.01,-0.01,0
3506,TRAPPIST-1,f,7,9.20669,0.000015,-0.000015,0,0.00214,0.00057,-0.00057,0,Mass,0.08,0.01,-0.01,0
3507,TRAPPIST-1,g,7,12.35294,0.00012,-0.00012,0,0.00422,0.00277,-0.00277,0,Mass,0.08,0.01,-0.01,0
3508,TRAPPIST-1,h,7,18.767,0.004,-0.003,0,,,,,,0.08,0.01,-0.01,0
3509,TYC 1422-614-1,b,2,198.4,0.42,-0.42,0,2.5,0.4,-0.4,0,Msini,1.15,0.18,-0.18,0
3510,TYC 1422-614-1,c,2,559.3,1.2,-1.2,0,10,1,-1,0,Msini,1.15,0.18,-0.18,0
3521,UZ For,b,2,5840,1095,-1095,0,6.3,1.5,-1.5,-1,Mass,0.7,,,0
3522,UZ For,c,2,1916.25,91.25,-91.25,0,7.7,1.2,-1.2,-1,Mass,0.7,,,0
3593,WASP-41,b,2,3.052404,0.0000009,-0.0000009,0,0.94,0.05,-0.05,0,Mass,0.93,0.07,-0.07,0
3594,WASP-41,c,2,421,2,-2,0,3.18,0.2,-0.2,0,Msini,0.93,0.07,-0.07,0
3600,WASP-47,b,4,4.16071,0.00038,-0.00038,0,1.21,0.59,-0.39,0,Mass,1.11,0.89,-0.49,0
3601,WASP-47,c,4,580.7,9.6,-9.6,0,1.57,1,-0.59,0,Mass,1.11,0.89,-0.49,0
3602,WASP-47,d,4,9.095,0.014,-0.014,0,0.05286,0.03776,-0.02202,0,Mass,1.11,0.89,-0.49,0
3603,WASP-47,e,4,0.789636,0.000017,-0.000017,0,0.02863,0.0173,-0.01133,0,Mass,1.11,0.89,-0.49,0
3639,WASP-8,b,2,8.158715,0.000016,-0.000015,0,2.244,0.079,-0.093,0,Mass,1.03,0.06,,0
3640,WASP-8,c,2,4323,740,-380,0,9.45,2.26,-1.04,0,Msini,1.03,0.06,,0
3664,Wolf 1061,b,3,4.8869,0.0005,-0.0005,0,0.00601,0.00082,-0.00079,0,Msini,0.29,,,0
3665,Wolf 1061,c,3,17.8719,0.0059,-0.0059,0,0.01073,0.00135,-0.00129,0,Msini,0.29,,,0
3666,Wolf 1061,d,3,217.21,0.55,-0.52,0,0.02423,0.00352,-0.00334,0,Msini,0.29,,,0
3669,XO-2 S,b,2,18.157,0.034,-0.034,0,0.259,0.014,-0.014,0,Msini,0.98,0.05,-0.05,0
3670,XO-2 S,c,2,120.8,0.34,-0.34,0,1.37,0.053,-0.053,0,Msini,0.98,0.05,-0.05,0
3675,YZ Cet,b,3,1.96876,0.00021,-0.00021,0,0.00236,0.00041,-0.00041,0,Msini,0.13,0.01,-0.01,0
3676,YZ Cet,c,3,3.06008,0.00022,-0.00022,0,0.00308,0.00044,-0.00044,0,Msini,0.13,0.01,-0.01,0
3677,YZ Cet,d,3,4.65627,0.00042,-0.00042,0,0.00359,0.00053,-0.00053,0,Msini,0.13,0.01,-0.01,0
3691,nu Oph,b,2,530.32,0.35,-0.35,0,24,,,0,Msini,3.04,0.06,,0
3692,nu Oph,c,2,3186,14,-14,0,27,,,0,Msini,3.04,0.06,,0
3697,rho CrB,b,2,39.8458,0.0015,-0.0014,0,1.0449,0.0236,-0.02391,0,Msini,0.89,0.03,-0.03,0
3698,rho CrB,c,2,102.54,0.17,-0.17,0,0.07866,0.00629,-0.00629,0,Msini,0.89,0.03,-0.03,0
3700,tau Cet,e,4,162.87,1.08,-0.46,0,0.01237,0.00261,-0.00201,0,Msini,0.78,0.01,-0.01,0
3701,tau Cet,f,4,636.13,11.7,-47.69,0,0.01237,0.0033,-0.00431,0,Msini,0.78,0.01,-0.01,0
3702,tau Cet,g,4,20,0.02,-0.01,0,0.00551,0.00079,-0.00126,0,Msini,0.78,0.01,-0.01,0
3703,tau Cet,h,4,49.41,0.08,-0.1,0,0.00576,0.00214,-0.00082,0,Msini,0.78,0.01,-0.01,0
3705,ups And,b,3,4.617033,0.000023,-0.000023,0,0.6876,0.0044,-0.0044,0,Msini,1.3,,,0
3706,ups And,c,3,241.258,0.064,-0.064,0,1.981,0.019,-0.019,0,Msini,1.3,,,0
3707,ups And,d,3,1276.46,0.57,-0.57,0,4.132,0.029,-0.029,0,Msini,1.3,,,0
